molecule_chembl_id,canonical_smiles,pchembl_value,assay_description,Receptor,assay_chembl_id,document_chembl_id
CHEMBL3354833,CCc1cc(=O)nc(Nc2ccc(Cl)c(S(=O)(=O)C(C)C)c2O)[nH]1,6.6,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3354834,CCCc1cc(=O)nc(Nc2ccc(Cl)c(S(=O)(=O)C(C)C)c2O)[nH]1,6.7,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355234,CC(C)Cc1cc(=O)nc(Nc2ccc(Cl)c(S(=O)(=O)C(C)C)c2O)[nH]1,6.9,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355235,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C(C)(C)C)[nH]2)c1O,8.2,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355236,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C3CC3)[nH]2)c1O,6.4,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355237,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C3CCC3)[nH]2)c1O,7.8,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355238,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C3CCCC3)[nH]2)c1O,7.7,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355239,CC1CCCC1c1cc(=O)nc(Nc2ccc(Cl)c(S(=O)(=O)C(C)C)c2O)[nH]1,7.5,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355240,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C3(C)CCC3)[nH]2)c1O,7.8,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355241,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C(C)(C)CF)[nH]2)c1O,6.9,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355242,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C(C)(C)C(F)(F)F)[nH]2)c1O,7.0,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355243,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C(C)(C)F)[nH]2)c1O,6.9,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355244,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C3CC(F)(F)C3)[nH]2)c1O,6.2,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355245,COCc1cc(=O)nc(Nc2ccc(Cl)c(S(=O)(=O)C(C)C)c2O)[nH]1,5.6,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355247,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)c(F)c(C(C)(C)C)[nH]2)c1O,7.6,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355248,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)c(F)c(C3CCC3)[nH]2)c1O,7.3,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355249,Cc1c(C(C)(C)C)[nH]c(Nc2ccc(Cl)c(S(=O)(=O)C(C)C)c2O)nc1=O,6.6,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355250,Cc1c(C2CCCC2)[nH]c(Nc2ccc(Cl)c(S(=O)(=O)C(C)C)c2O)nc1=O,6.2,Antagonist activity at CXCR2 (unknown origin) by beta-arrestin assay,CXCR2,CHEMBL3388266,CHEMBL3351964
CHEMBL3355235,CC(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc(=O)cc(C(C)(C)C)[nH]2)c1O,6.24,Antagonist activity at CXCR2 in human whole blood by CD11b assay,CXCR2,CHEMBL3388267,CHEMBL3351964
CHEMBL3310769,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1-c1ccccc1,5.43,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310772,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1-c1ccc(Cl)cc1,5.13,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310773,Cc1ccc(-c2nc(SCc3cccc(F)c3F)nc(O)c2C#N)cc1,5.85,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310774,COc1ccc(-c2nc(SCc3cccc(F)c3F)nc(O)c2C#N)cc1,6.15,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310775,CC(C)Oc1ccc(-c2nc(SCc3cccc(F)c3F)nc(O)c2C#N)cc1,5.8,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310776,COc1ccc(-c2nc(SCc3cccc(F)c3F)nc(O)c2C#N)cc1C,5.34,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310777,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1-c1ccc(O)cc1,6.11,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310778,Cc1cccc(-c2nc(SCc3cccc(F)c3F)nc(O)c2C#N)c1,5.33,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310779,Cc1nc(SCc2cccc(F)c2F)nc(O)c1C#N,5.37,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310780,CC(C)c1nc(SCc2cccc(F)c2F)nc(O)c1C#N,6.05,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310781,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1C1CCCC1,5.31,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310782,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1C1CCC1,5.77,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310783,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1C1CC1,6.85,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310784,CC(C)(C)c1nc(SCc2cccc(F)c2F)nc(O)c1C#N,5.43,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310785,CCOC(=O)[C@H]1C[C@@H]1c1nc(SCc2cccc(F)c2F)nc(O)c1C#N,5.82,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310785,CCOC(=O)[C@H]1C[C@@H]1c1nc(SCc2cccc(F)c2F)nc(O)c1C#N,6.5,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310785,CCOC(=O)[C@H]1C[C@@H]1c1nc(SCc2cccc(F)c2F)nc(O)c1C#N,5.89,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310786,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1[C@H]1C[C@@H]1C(=O)O,8.0,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310787,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1[C@H]1C[C@@H]1CO,8.22,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310788,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1[C@H]1C[C@@H]1C(N)=O,8.15,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310789,N#Cc1c(O)nc(SCc2ccccc2)nc1C1CC1,6.29,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310790,CC(Sc1nc(O)c(C#N)c(C2CC2)n1)c1ccccc1,5.32,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310791,CC(C)(Sc1nc(O)c(C#N)c(C2CC2)n1)c1ccccc1,5.19,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310793,N#Cc1c(O)nc(CSc2cccc(F)c2F)nc1C1CC1,5.0,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310794,Oc1cc(C2CC2)nc(SCc2cccc(F)c2F)n1,6.5,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3311396,Oc1nc(SCc2cccc(F)c2F)nc(C2CC2)c1Br,5.85,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3311397,Oc1nc(SCc2cccc(F)c2F)nc(C2CC2)c1I,5.5,Antagonist activity against human recombinant CXCR2 receptor expressed in CHO cell membranes by SPA based [35S]GTPgammaS binding assay,CXCR2,CHEMBL3368862,CHEMBL3351490
CHEMBL3310768,N#Cc1c(O)nc(SCc2c(Cl)cccc2Cl)nc1-c1ccccc1,5.37,Displacement of [125I]-GRO-alpha from human recombinant CXCR2 receptor expressed in CHO cell membranes,CXCR2,CHEMBL3368863,CHEMBL3351490
CHEMBL3310783,N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1C1CC1,7.4,Displacement of [125I]-GRO-alpha from human recombinant CXCR2 receptor expressed in CHO cell membranes,CXCR2,CHEMBL3368863,CHEMBL3351490
CHEMBL3342269,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2B(O)O)nc1,7.22,Antagonist activity at human CXCR2 expressed in HEK293 cells assessed as inhibition of CVCL8-induced [35S]GTPgammaS binding after 60 mins,CXCR2,CHEMBL3386567,CHEMBL3352272
CHEMBL3342323,O=C(O)CN(C(=O)c1ccc(SCc2ccccc2B(O)O)nc1)c1ccc(F)cc1,5.7,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342321,O=C(c1ccc(SCc2ccccc2B(O)O)nc1)N(Cc1ccncc1)c1ccc(F)cc1,6.05,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342320,O=C(c1ccc(SCc2ccccc2B(O)O)nc1)N(Cc1ccccn1)c1ccc(F)cc1,7.11,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342319,O=C(Nc1ccc(F)cn1)c1ccc(SCc2ccccc2B(O)O)nc1,6.53,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342318,O=C(Nc1ccc(O)cc1)c1ccc(SCc2ccccc2B(O)O)nc1,6.98,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342317,O=C(Nc1ccncc1)c1ccc(SCc2ccccc2B(O)O)nc1,6.28,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342314,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(SCc2ccccc2B(O)O)nc1,6.56,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342313,CC1(C)OB(c2ccccc2CSc2ccc(C(=O)Nc3ccc(F)cc3)cn2)OC1(C)C,6.56,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342312,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2-c2nn[nH]n2)nc1,6.77,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342311,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2C(=O)O)nc1,5.83,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342310,COC(=O)c1ccccc1CSc1ccc(C(=O)Nc2ccc(F)cc2)cn1,6.12,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342309,O=C(O)c1cccc(CSc2ccc(C(=O)Nc3ccc(F)cc3)cn2)c1,5.67,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342304,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2O)nc1,6.56,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342303,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccc(Cl)c(Cl)c2)nc1,5.79,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342291,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2)nc1,6.41,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342282,O=C(Nc1ccc(F)cc1)c1ccc(SCC2CCCO2)nc1,6.27,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342269,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2B(O)O)nc1,7.42,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342270,O=C(Nc1ccc(F)cc1)c1ccc(SCc2nn[nH]n2)nc1,5.41,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL3342269,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2B(O)O)nc1,6.68,Antagonist activity at human CXCR2 expressed in HEK293 cells assessed as inhibition of CXCL8-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3387793,CHEMBL3352272
CHEMBL239767,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,7.4,Antagonist activity at human CXCR2 expressed in HEK293 cells assessed as inhibition of CXCL8-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3387793,CHEMBL3352272
CHEMBL239767,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,7.52,Antagonist activity at CXCR2 in human PMNs assessed as inhibition of CXCL1-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR2,CHEMBL3386566,CHEMBL3352272
CHEMBL397237,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,8.4,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL446458,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)sc12,9.0,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403828,C[C@H](CO)Nc1cc(C(=O)O)nc(SCc2ccccc2)n1,6.4,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403829,C[C@H](CO)Nc1cc(C(=O)NS(C)(=O)=O)nc(SCc2ccccc2)n1,6.1,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403830,C[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCc2ccccc2)n1,7.1,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403831,C[C@H](O)CNc1cc(NS(C)(=O)=O)nc(SCc2ccccc2)n1,5.1,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403832,CS(=O)(=O)Nc1cc(NCCO)nc(SCc2ccccc2)n1,5.5,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403833,CC[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCc2ccccc2)n1,6.4,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403834,C[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCc2cccc(F)c2F)n1,7.5,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403835,C[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCc2cccc(Cl)c2F)n1,7.9,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403836,C[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCc2cccc(Cl)c2Cl)n1,6.8,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403837,C[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCCOc2cccc(F)c2F)n1,6.2,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403838,CCCS(=O)(=O)Nc1cc(N[C@H](C)CO)nc(SCc2ccccc2)n1,6.8,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403839,C[C@H](CO)Nc1cc(NS(=O)(=O)Cc2ccccc2)nc(SCc2ccccc2)n1,7.3,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403840,C[C@H](CO)Nc1cc(NS(=O)(=O)C(F)(F)F)nc(SCc2ccccc2)n1,8.0,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403841,C[C@H](CO)Nc1cc(NS(=O)(=O)c2ccccc2)nc(SCc2ccccc2)n1,7.1,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403842,C[C@H](CO)Nc1cc(NS(=O)(=O)c2ccc(Cl)cc2)nc(SCc2ccccc2)n1,7.5,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403843,C[C@H](CO)Nc1cc(NS(=O)(=O)c2ccc(C#N)cc2)nc(SCc2ccccc2)n1,7.6,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403845,C[C@H](CO)Nc1cc(NS(=O)(=O)N(C)C)nc(SCc2ccccc2)n1,7.2,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403846,C[C@H](CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc2cccc(F)c2F)n1,7.5,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403847,C[C@H](CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc2cccc(Cl)c2F)n1,7.9,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403848,C[C@H](CO)Nc1cc(NS(=O)(=O)N(C)C)nc(SCc2cccc(Cl)c2F)n1,8.3,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403849,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCNCC2)nc(SCc2cccc(Cl)c2F)n1,8.1,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403850,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,8.4,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403851,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(Cl)c2F)n1,8.6,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403852,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCC2)nc(SCc2cccc(F)c2F)n1,8.1,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403853,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,8.1,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403854,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(F)c2F)n1,8.4,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3403855,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,8.3,Displacement of [125I]IL-8 from human recombinant CXCR2 receptor expressed in HEK293 cells by scintillation counting analysis,CXCR2,CHEMBL3404716,CHEMBL3400046
CHEMBL3426944,O=C(Nc1ccc(F)cc1)c1ccc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,6.89,Inhibition of CXCR2 (unknown origin) expressed in PathHunter celline by beta-arrestin assay,CXCR2,CHEMBL3427963,CHEMBL3425456
