molecule_chembl_id,canonical_smiles,pchembl_value,assay_description,Receptor,assay_chembl_id,document_chembl_id
CHEMBL401940,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccsc1,6.98,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253927,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(C)on1,6.77,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL401939,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(Br)co1,7.26,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253714,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(Cl)co1,7.21,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL404490,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(Cl)o1,6.61,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL401939,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(Br)co1,6.04,Inhibition of CXCR1-mediated chemotaxis in Ba/F3 cells expressing human CXCR1,CXCR1,CHEMBL927218,CHEMBL1141493
CHEMBL501985,CC(=O)O[C@H]1C2=C([C@H](O)C[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)[C@@]2(C)CC[C@H](O)C[C@]2(O)[C@H]1OC(C)=O,4.7,Displacement of [125I]IL8 from human recombinant IL8 type A receptor,CXCR1,CHEMBL974176,CHEMBL1142615
CHEMBL496452,CC(=O)O[C@H]1C=C2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)C[C@H]3O[C@@]23[C@@]2(C)CC[C@H](O)C[C@]12O,5.35,Displacement of [125I]IL8 from human recombinant IL8 type A receptor,CXCR1,CHEMBL974176,CHEMBL1142615
CHEMBL451438,CC(=O)O[C@H]1CC[C@]2(C)C3=C([C@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2(O)C1)[C@@H]1CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)C[C@H]3O,5.26,Displacement of [125I]IL8 from human recombinant IL8 type A receptor,CXCR1,CHEMBL974176,CHEMBL1142615
CHEMBL510437,Cc1ccc([C@H](Nc2nsnc2Nc2cccc(C(=O)N(C)C)c2O)C(C)C)o1,5.41,Displacement of [125I]CXCL8 from CXCR1 receptor in human PMN assessed as myeloperoxidase release,CXCR1,CHEMBL963310,CHEMBL1153271
CHEMBL455431,Cc1ccc([C@H](Nc2nsnc2Nc2cccc(C(=O)N(C)C)c2O)C(C)(C)C)o1,6.84,Displacement of [125I]CXCL8 from CXCR1 receptor in human PMN assessed as myeloperoxidase release,CXCR1,CHEMBL963310,CHEMBL1153271
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,7.92,Inhibition of wild type CXCR1 transfected in mouse L1.2 cells assessed as inhibition of CXCL8-induced cell migration pretreated for 15 mins measured after 4 hrs,CXCR1,CHEMBL1055471,CHEMBL1152404
CHEMBL216981,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,8.41,Binding affinity to CXCR1,CXCR1,CHEMBL2184854,CHEMBL2176887
CHEMBL191413,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,9.0,Binding affinity to CXCR1,CXCR1,CHEMBL2184854,CHEMBL2176887
CHEMBL239767,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,7.66,Antagonist activity at CXCR1 assessed as inhibition of CXCL8 binding by cell based assay,CXCR1,CHEMBL2184855,CHEMBL2176887
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,4.68,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with Tween-80-treated compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329909,CHEMBL2321773
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,4.7,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with Tween-80-treated compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329909,CHEMBL2321773
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.1,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with Tween-80-treated compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329909,CHEMBL2321773
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.1,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with Tween-80-treated compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329909,CHEMBL2321773
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,5.3,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with centrifuged compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329943,CHEMBL2321773
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,5.3,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with centrifuged compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329943,CHEMBL2321773
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,4.97,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with centrifuged compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329943,CHEMBL2321773
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.0,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins with centrifuged compound solution measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329943,CHEMBL2321773
CHEMBL2324200,O=C1OC(c2cc(I)c(O)c(I)c2)(c2c(I)cc(O)cc2I)c2ccccc21,5.66,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL2324200,O=C1OC(c2cc(I)c(O)c(I)c2)(c2c(I)cc(O)cc2I)c2ccccc21,5.7,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.35,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.3,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,7.0,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,6.8,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.7,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.7,Inhibition of CX3CL1-stimulated CX3CR1 in human HTLA cells pre-incubated for 20 mins measured on day 4 by beta arrestin-recruitment mediated luciferase reporter gene assay,CXCR1,CHEMBL2329944,CHEMBL2321773
CHEMBL3342269,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2B(O)O)nc1,6.06,Antagonist activity at human CXCR1 expressed in HEK293 cells assessed as inhibition of CXCL8-induced intracellular Ca2+ release by fluorescence based calcium flux assay,CXCR1,CHEMBL3387792,CHEMBL3352272
CHEMBL3426944,O=C(Nc1ccc(F)cc1)c1ccc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,7.51,Inhibition of CXCR1 (unknown origin) transfected with RBL cells,CXCR1,CHEMBL3427961,CHEMBL3425456
CHEMBL3342269,O=C(Nc1ccc(F)cc1)c1ccc(SCc2ccccc2B(O)O)nc1,6.04,Inhibition of CXCR1 (unknown origin) transfected with RBL cells,CXCR1,CHEMBL3427961,CHEMBL3425456
CHEMBL3426944,O=C(Nc1ccc(F)cc1)c1ccc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,7.51,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609021,O=C(Nc1ccc(F)cc1)c1cnc(N(Cc2ccc(B(O)O)cn2)Cc2ccco2)nc1,6.35,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609019,O=C(Nc1ccc(F)cc1)c1cnc(N(Cc2ccccn2)Cc2ccc(B(O)O)cn2)nc1,5.69,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609018,O=C(Nc1ccc(F)cc1)c1cnc(N(Cc2ccccc2)Cc2ccc(B(O)O)cn2)nc1,8.15,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609016,O=C(Nc1ccc(F)cc1)c1ccc(N(Cc2ccc(B(O)O)cn2)Cc2ccco2)nc1,8.48,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609013,O=C(Nc1ccc(F)cc1)c1ccc(N(Cc2ccccc2)Cc2ccc(B(O)O)cn2)nc1,6.49,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609012,CN(Cc1ccc(B(O)O)cn1)c1ncc(C(=O)Nc2ccc(F)cc2)cn1,5.77,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609011,CN(Cc1ccc(B(O)O)cc1)c1ncc(C(=O)Nc2ccc(F)cc2)cn1,6.17,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609010,O=C(Nc1ccc(F)cc1)c1cnc(NCc2ccc(B(O)O)cc2)nc1,5.77,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609009,CN(Cc1cccc(B(O)O)c1)c1ncc(C(=O)Nc2ccc(F)cc2)cn1,5.6,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609008,O=C(Nc1ccc(F)cc1)c1cnc(NCc2cccc(B(O)O)c2)nc1,5.87,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609006,CN(Cc1ccc(B(O)O)cn1)c1ccc(C(=O)Nc2ccc(F)cc2)cn1,5.77,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609005,CN(Cc1ccc(B(O)O)cc1)c1ccc(C(=O)Nc2ccc(F)cc2)cn1,5.85,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609004,O=C(Nc1ccc(F)cc1)c1ccc(NCc2ccc(B(O)O)cc2)nc1,5.37,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609003,CN(Cc1cccc(B(O)O)c1)c1ccc(C(=O)Nc2ccc(F)cc2)cn1,5.39,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3609002,O=C(Nc1ccc(F)cc1)c1ccc(NCc2cccc(B(O)O)c2)nc1,6.21,Antagonist activity at CXCR1 (unknown origin) transfected in RBL cells assessed as inhibition of IL-8-mediated intracellular calcium release preincubated for 30 mins followed by IL-8 addition by FLUO-4AM-based fluorescent microplate reader analysis,CXCR1,CHEMBL3610855,CHEMBL3608245
CHEMBL3701184,CCC1(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)c2ccc(C)o2)COC1,5.94,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3701196,Cc1ccc(C(Nc2c(Nc3ccc(Cl)c(S(=O)(=O)N(C)C)c3O)c(=O)c2=O)C2(C)COC2)o1,6.93,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3701186,Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N4CC[C@H](O)C4)c3O)c(=O)c2=O)C2(C)COC2)o1,5.55,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3704558,CN(C)C(=O)c1cccc(Nc2c(NC(c3ccc4c(c3)OCO4)C3(C)COC3)c(=O)c2=O)c1O,5.65,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3704571,CCN(C)C(=O)c1cccc(Nc2c(N[C@@H](c3ccc(C)o3)C3(C)COC3)c(=O)c2=O)c1O,6.19,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3701183,Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)C2(CF)COC2)o1,5.8,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3704567,Cc1ccc(C(Nc2c(Nc3ccc(Cl)nc3O)c(=O)c2=O)C2(C)COC2)o1,5.28,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3704562,Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)C2(C)COC2)s1,5.52,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3704557,COc1ccc(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)C2(C)COC2)cc1,5.0,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
CHEMBL3701193,Cc1ccc(C(Nc2c(Nc3cccn(C)c3=O)c(=O)c2=O)C2(C)COC2)o1,5.3,"In Vitro Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the .beta.-arrestin recruitment type after receptor activation.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 .beta.-arrestin line results in the recruitment of .beta.-arrestin (Richardson et al. 2003 Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911.)In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with .beta.-arrestin 2, a .beta.-arrestin 2 recruitment test for CXCR2 or CXCR1 based on of .beta.-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44).",CXCR1,CHEMBL3706377,CHEMBL3638995
